"","V1","V2","V3","V4"
"54",0.03174,0.00482,0.04906,-0.00403
"55",0.00582,0.00852,-0.01566,0.00651
"56",0.04994,0.0621,0.07963,0.05899
"57",-0.01686,0.00692,-0.01385,0.0152
"58",-0.00398,0.03146,-0.00226,0.03157
"59",-0.03698,-0.03182,-0.08144,0.00325
"60",-0.03032,0.09756,0.00771,0.10263
"61",0.01802,-0.03576,-0.00594,0.02486
"62",-0.01942,-0.05332,-0.10712,-0.01507
"63",0.00644,-0.05602,-0.0616,-0.04715
"64",0.0106,0.09638,0.06003,0.05961
"65",0.00732,0.02298,0.02915,0.03425
"66",0.01605,0.02003,-0.00698,-0.00411
"67",0.01126,-0.01478,-0.01405,-0.00927
"68",-0.00853,-0.04153,-0.04758,-0.02233
"69",-0.0415,-0.09872,-0.11324,-0.06318
"70",-0.00761,0.02897,0.05741,0.02811
"71",0.02445,0.02551,0.08952,0.0289
"72",-0.00171,0.03903,0.0264,0.03699
"73",-0.00597,0.00847,0.01325,0.01416
"74",-0.02254,-0.01426,-0.02039,0.01382
"75",-0.02019,0.05047,0.06022,0.06042
"76",0.0105,0.00628,-0.01699,0.0198
"77",-0.0087,-0.00776,-0.00553,0.00015
"78",0.01118,-0.02242,-0.03704,-0.03991
"79",0.05257,-0.12651,-0.08192,-0.15241
"80",-0.01566,0.01566,-0.00774,0.01636
"81",0.00856,-0.05488,-0.06853,-0.08443
"82",-0.02377,0.00339,0.00246,0.049
"83",-0.01877,0.03225,0.04015,0.06688
"84",0.00263,-0.05701,-0.03766,-0.06323
"85",-0.00654,-0.04292,-0.04936,-0.03508
"86",0.0031,-0.03374,-0.03679,-0.03179
"87",0.00884,-0.01768,-0.00704,-0.02088
"88",-0.02736,0.0886,0.04779,0.10742
"89",0.01166,0.06426,0.08275,0.09541
"90",-0.01336,0.02116,0.01504,0.0151
"91",0.01979,0.02611,0.04289,0.01199
"92",-0.01246,0.04696,0.02723,0.04745
"93",-0.02683,-0.01085,-0.02274,0.00111
"94",0.00408,0.08456,0.09429,0.06873
"95",-0.00423,0.03475,0.02618,0.03711
"96",3.99999999999984e-05,0.03934,0.04435,0.06576
"97",0.00205,0.02005,0.00081,0.01459
"98",0.02602,0.02496,0.04523,0.00594
"99",0.0103,-0.01206,-0.00527,-0.01077
"100",-0.02407,-0.00901,-0.02729,0.00433
"101",0.01121,0.00749,0.02053,0.00697
"102",0.00592,0.03322,0.04769,0.03334
"103",0.00354,-0.0307,-0.04543,-0.04148
"104",0.00742,-0.01008,-0.01282,0.00136
"105",-0.00557,0.03385,0.02589,0.03787
"106",6.00000000000003e-05,0.01276,0.02074,0.01108
"107",0.00524000000000001,0.07486,0.06006,0.06773
"108",-0.00764,0.02734,0.03134,0.03911
"109",0.00358,-0.02944,-0.02944,-0.01861
"110",0.02082,0.02718,0.02626,0.00837
"111",0.00398,-0.01082,-0.022,-0.01722
"112",0.00491,-0.01807,-0.04237,-0.04256
"113",0.0027,0.0375,0.05366,0.03225
"114",0.00973,0.00533,0.00797,0.00509
"115",-0.0096,0.03574,0.05352,0.04367
"116",-0.00618,-0.00832,-0.02161,-0.006
"117",0.00123,0.00113,-0.00775,0.00821
"118",-0.00318,-0.03354,-0.0248,-0.02128
"119",0.00581,0.04351,0.04471,0.03962
"120",-0.01391,-0.01265,-0.00788,0.00699
"121",-0.00159,0.01615,0.02655,0.03495
"122",-0.00809,-0.00141,0.00301,0.01362
"123",0.0076,0.03136,0.0346,0.03142
"124",0.00339,0.02497,0.01349,0.02976
"125",-0.01142,-0.0247,-0.0301,-0.01775
"126",0.00532,0.00216,0.00248,0.003
"127",0.01936,0.000559999999999998,-0.00475,-0.01322
"128",-0.00178,0.02182,0.01032,0.01786
"129",-0.01022,0.0215,0.02986,0.01919
"130",-0.02362,0.01754,0.01099,0.04185
"131",0.00359,0.02277,0.0217,0.03319
"132",0.00379,0.00903,0.00765,0.00709
"133",0.00101,0.01777,0.02725,0.0177
"134",0.00788,-0.00836,0.00284,-0.01619
"135",-0.00449,0.00287,-0.00134,0.01153
"136",0.00812,0.04596,0.04712,0.03854
"137",0.01164,0.04636,0.04261,0.02628
"138",0.01417,-0.00695,0.0036,-0.01644
"139",0.01591,-0.01531,-0.01965,-0.03239
"140",0.00694,0.01646,0.00714,0.01969
"141",-0.00963,0.03865,0.03094,0.05909
"142",-0.01487,0.02799,0.03266,0.03979
"143",0.01027,-0.02719,-0.03789,-0.02842
"144",-0.0088,-0.0014,-0.0269,0.000610000000000001
"145",-0.00634999999999999,-0.06953,-0.06638,-0.06307
"146",0.01672,-0.02568,-0.01823,-0.01937
"147",0.00155,-0.00853,-0.00484,-0.00846
"148",0.00603,0.05767,0.06852,0.02029
"149",0.01198,0.0356,0.03572,0.02026
"150",-0.001,-0.0906,-0.09813,-0.06465
"151",-0.01193,0.01695,-0.02425,0.03481
"152",0.01118,0.02996,0.03281,0.02775
"153",-0.01277,-0.10205,-0.15415,-0.09959
"154",-0.02223,-0.21115,-0.21159,-0.17663
"155",-0.04893,-0.11327,-0.12504,-0.06361
"156",-0.01072,0.02726,0.03986,0.04419
"157",0.00644,-0.06378,-0.05829,-0.06999
"158",0.01095,-0.11991,-0.07953,-0.13774
"159",0.00455,0.06943,0.09539,0.05714
"160",0.0105,0.12782,0.12582,0.15613
"161",-0.01878,0.03708,0.06925,0.0657
"162",-0.0208,-0.03088,-0.03107,0.00119
"163",-0.00297,0.09857,0.10478,0.09975
"164",0.00683,0.05137,0.04429,0.04438
"165",-0.00873,0.05897,0.04393,0.06403
"166",-0.02451,-0.03957,-0.06184,-0.02838
"167",-0.00545,0.05931,0.04724,0.06741
"168",-0.00399,0.05785,0.03601,0.04878
"169",-0.0141,-0.04138,-0.04203,-0.03676
"170",-0.01367,0.04193,0.0251,0.0502
"171",0.000399999999999995,0.08454,0.07483,0.06551
"172",0.03033,0.01487,0.01574,0.0266
"173",-0.00919,-0.08321,-0.08096,-0.07955
"174",-0.01684,-0.07824,-0.08123,-0.06887
"175",-0.00862,0.08596,0.05698,0.09053
"176",-0.0176,-0.03988,-0.07909,-0.0462
"177",-0.01484,0.11686,0.10596,0.12664
"178",0.01515,0.05757,0.04133,0.04586
"179",0.00188,0.0313,0.02416,0.01828
"180",0.01539,0.08547,0.07682,0.05398
"181",0.01167,0.00921,0.03152,0.02287
"182",-0.00187,0.04257,0.03495,0.03684
"183",-0.01376,0.0354,0.01786,0.02926
"184",-0.01497,0.01831,0.01628,0.02847
"185",-0.00497,0.00315,-0.0108,-0.00617
"186",-0.00681,-0.00397,-0.01147,-0.00833
"187",0.01795,-0.03145,-0.03902,-0.02894
"188",-0.01476,-0.05488,-0.06875,-0.05066
"189",-0.00489,-0.10177,-0.11079,-0.08068
"190",-0.000290000000000001,0.12647,0.13085,0.12553
"191",-0.00426,0.00778,0.000519999999999999,0.01488
"192",0.00272,-0.00484,-0.01265,-0.00644
"193",-0.01905,0.07037,0.06338,0.07302
"194",0.01425,0.03593,0.04036,0.02552
"195",0.00596,0.03164,0.02694,0.03684
"196",-0.01622,-0.01814,-0.02771,0.00465
"197",0.01324,-0.0824,-0.07489,-0.0947
"198",0.00752,0.04908,0.02597,0.04252
"199",-0.01717,0.01005,-0.00603,-0.00832
"200",0.00029,0.01823,0.02484,0.03231
"201",-0.00744,0.02882,0.04451,0.02884
"202",-0.0122,-0.00758,-0.0082,-0.01516
"203",0.00451,0.01653,0.00773,0.01487
"204",0.00287,0.02077,0.02393,0.02191
"205",0.01693,0.05165,0.05576,0.05172
"206",0.00769,0.03007,0.03043,0.02876
"207",-0.00273,0.06419,0.04734,0.04929
"208",0.01044,0.00412,0.00714,9.99999999999959e-06
"209",0.00689,0.02841,0.02696,0.03951
"210",0.00365,-0.01967,-0.0076,-0.0213
"211",0.00834,0.04862,0.05589,0.06253
"212",-0.01308,-0.0144,-0.03373,-0.01435
"213",-0.00398,0.03948,0.04082,0.04646
"214",-0.000499999999999998,0.04396,0.04749,0.0383
"215",0.00892,0.02938,0.03635,0.02394
"216",-0.00967,0.02899,0.02673,0.0398
"217",0.01221,-0.01893,-0.01517,-0.03114
"218",-0.01349,0.06251,0.04477,0.05666
"219",0.00178,0.00622,0.00765,0.00795
"220",-0.00118,0.00036,-0.00932,-0.00231
"221",-0.000310000000000001,0.01885,0.02431,0.01865
"222",-0.01108,0.02198,0.01897,0.0379
"223",-0.00692,-0.01484,-0.02691,-0.02188
"224",0.00311,0.04625,0.04837,0.03417
"225",0.02296,-0.02842,-0.0166,-0.03858
"226",0.02185,0.01183,0.03154,-0.00076
"227",0.01163,0.01601,0.03271,0.00659
"228",0.01769,-0.02167,-0.00497,-0.03181
"229",0.00841,-0.03213,-0.00997,-0.03557
"230",-0.0265,0.0853,0.05454,0.09407
"231",0.01671,-0.01079,-0.00524,-0.00361
"232",-0.00659,-0.00435,-0.00751,0.00739
"233",-0.00227,0.02029,0.01336,0.01492
"234",0.01575,-0.03719,-0.01324,-0.05402
"235",0.05535,-0.01295,0.02283,-0.04325
"236",0.00355,-0.05181,-0.05789,-0.0526
"237",0.01506,-0.03788,-0.02629,-0.09892
"238",-0.00984,0.07482,0.06905,0.05223
"239",0.00682,0.00486,0.00087,0.01442
"240",0.02187,-0.02975,-0.01052,-0.05226
"241",0.01504,-0.04738,-0.06307,-0.08219
"242",-0.01648,0.00916,0.00159,0.02989
"243",-0.01789,0.07735,0.06758,0.09608
"244",-0.02039,0.02889,0.00343,0.0844
"245",0.00909,0.01833,0.01957,-0.00495
"246",-0.0093,-0.00484,-0.00298,-0.00617
"247",-0.00575,0.04877,0.03536,0.04632
"248",-0.01071,0.01107,0.00659,0.01429
"249",-0.00526,0.00056,-0.00602,0.00531
"250",0.01205,-0.02881,-0.01717,-0.03502
"251",-0.01707,0.04475,0.04143,0.06004
"252",0.00383,-0.00473,0.01147,0.00333
"253",-0.02299,0.03637,0.02263,0.04174
